Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Causes,Natural Causes,Chronic Causes,Non_Chronic Causes
9/27/2023,Texas,2020,49,12/5/2020,5636,5221,5730,110
9/27/2023,Texas,2020,50,12/12/2020,6057,5645,6238,88
9/27/2023,Texas,2020,51,12/19/2020,6185,5769,6418,99
9/27/2023,Texas,2020,52,12/26/2020,6134,5736,6503,108
9/27/2023,Texas,2020,53,1/2/2021,6546,6105,7070,87
9/27/2023,Texas,2021,1,1/9/2021,6972,6575,8030,107
9/27/2023,Texas,2021,2,1/16/2021,7208,6796,8247,115
9/27/2023,Texas,2021,3,1/23/2021,6997,6598,7991,121
9/27/2023,Texas,2021,4,1/30/2021,6641,6268,7502,115
9/27/2023,Texas,2021,5,2/6/2021,6247,5853,6737,98
9/27/2023,Texas,2021,6,2/13/2021,5896,5486,6010,114
9/27/2023,Texas,2021,7,2/20/2021,6412,5883,6119,127
9/27/2023,Texas,2021,8,2/27/2021,5661,5212,5263,117
9/27/2023,Texas,2021,9,3/6/2021,5191,4759,4612,91
9/27/2023,Texas,2021,10,3/13/2021,4924,4528,4297,84
9/27/2023,Texas,2021,11,3/20/2021,4612,4127,3787,96
9/27/2023,Texas,2021,12,3/27/2021,4566,4150,3669,93
9/27/2023,Texas,2021,13,4/3/2021,4429,4013,3395,91
9/27/2023,Texas,2021,14,4/10/2021,4573,4118,3519,103
9/27/2023,Texas,2021,15,4/17/2021,4297,3849,3364,87
9/27/2023,Texas,2021,16,4/24/2021,4561,4109,3506,96
9/27/2023,Texas,2021,17,5/1/2021,4444,4031,3386,81
9/27/2023,Texas,2021,18,5/8/2021,4359,3943,3401,94
9/27/2023,Texas,2021,19,5/15/2021,4384,3959,3280,84
9/27/2023,Texas,2021,20,5/22/2021,4286,3875,3226,87
9/27/2023,Texas,2021,21,5/29/2021,4286,3873,3231,84
9/27/2023,Texas,2021,22,6/5/2021,4243,3798,3070,86
9/27/2023,Texas,2021,23,6/12/2021,4310,3849,3106,101
9/27/2023,Texas,2021,24,6/19/2021,4366,3859,3039,109
9/27/2023,Texas,2021,25,6/26/2021,4343,3878,3150,115
9/27/2023,Texas,2021,26,7/3/2021,4360,3920,3173,106
9/27/2023,Texas,2021,27,7/10/2021,4259,3825,3117,102
9/27/2023,Texas,2021,28,7/17/2021,4446,3983,3271,101
9/27/2023,Texas,2021,29,7/24/2021,4445,4023,3446,83
9/27/2023,Texas,2021,30,7/31/2021,4805,4363,3906,98
9/27/2023,Texas,2021,31,8/7/2021,5121,4675,4518,94
9/27/2023,Texas,2021,32,8/14/2021,5705,5269,5665,105
9/27/2023,Texas,2021,33,8/21/2021,6339,5870,6692,105
9/27/2023,Texas,2021,34,8/28/2021,6609,6168,7397,114
9/27/2023,Texas,2021,35,9/4/2021,6713,6254,7555,112
9/27/2023,Texas,2021,36,9/11/2021,6594,6080,7255,100
9/27/2023,Texas,2021,37,9/18/2021,6275,5809,6877,105
9/27/2023,Texas,2021,38,9/25/2021,6213,5757,6709,105
9/27/2023,Texas,2021,39,10/2/2021,5899,5481,6112,87
9/27/2023,Texas,2021,40,10/9/2021,5505,5104,5433,94
9/27/2023,Texas,2021,41,10/16/2021,5281,4872,4965,108
9/27/2023,Texas,2021,42,10/23/2021,5073,4634,4510,79
9/27/2023,Texas,2021,43,10/30/2021,4879,4467,4109,95
9/27/2023,Texas,2021,44,11/6/2021,4799,4353,3896,104
9/27/2023,Texas,2021,45,11/13/2021,4802,4384,3814,101
9/27/2023,Texas,2021,46,11/20/2021,4786,4361,3814,119
9/27/2023,Texas,2021,47,11/27/2021,4718,4319,3708,106
9/27/2023,Texas,2021,48,12/4/2021,4897,4446,3898,118
9/27/2023,Texas,2021,49,12/11/2021,4914,4511,3968,133
9/27/2023,Texas,2021,50,12/18/2021,4731,4280,3768,128
9/27/2023,Texas,2021,51,12/25/2021,4901,4480,3941,123
9/27/2023,Texas,2021,52,1/1/2022,5003,4572,4137,118
9/27/2023,Texas,2022,1,1/8/2022,5519,5091,4904,113
9/27/2023,Texas,2022,2,1/15/2022,6104,5716,5903,121
9/27/2023,Texas,2022,3,1/22/2022,6742,6273,6841,108
9/27/2023,Texas,2022,4,1/29/2022,6840,6412,7176,113
9/27/2023,Texas,2022,5,2/5/2022,6585,6132,6743,113
9/27/2023,Texas,2022,6,2/12/2022,6228,5739,6036,100
9/27/2023,Texas,2022,7,2/19/2022,5626,5163,5084,102
9/27/2023,Texas,2022,8,2/26/2022,5126,4716,4460,110
9/27/2023,Texas,2022,9,3/5/2022,4988,4516,3979,109
9/27/2023,Texas,2022,10,3/12/2022,4575,4165,3526,100
9/27/2023,Texas,2022,11,3/19/2022,4640,4178,3479,116
9/27/2023,Texas,2022,12,3/26/2022,4543,4095,3322,112
9/27/2023,Texas,2022,13,4/2/2022,4361,3935,3088,94
9/27/2023,Texas,2022,14,4/9/2022,4309,3887,3014,102
9/27/2023,Texas,2022,15,4/16/2022,4373,3923,3055,94
9/27/2023,Texas,2022,16,4/23/2022,4153,3709,2872,87
9/27/2023,Texas,2022,17,4/30/2022,4164,3771,2891,75
9/27/2023,Texas,2022,18,5/7/2022,4135,3719,2917,101
9/27/2023,Texas,2022,19,5/14/2022,4220,3739,2930,101
9/27/2023,Texas,2022,20,5/21/2022,4265,3776,2891,98
9/27/2023,Texas,2022,21,5/28/2022,4024,3604,2735,88
9/27/2023,Texas,2022,22,6/4/2022,4187,3712,2885,89
9/27/2023,Texas,2022,23,6/11/2022,4273,3838,2995,106
9/27/2023,Texas,2022,24,6/18/2022,4378,3896,3026,93
9/27/2023,Texas,2022,25,6/25/2022,4345,3834,3035,83
9/27/2023,Texas,2022,26,7/2/2022,4328,3800,3033,110
9/27/2023,Texas,2022,27,7/9/2022,4446,3945,3163,109
9/27/2023,Texas,2022,28,7/16/2022,4524,4048,3280,120
9/27/2023,Texas,2022,29,7/23/2022,4697,4201,3405,84
9/27/2023,Texas,2022,30,7/30/2022,4619,4163,3442,128
9/27/2023,Texas,2022,31,8/6/2022,4417,3907,3232,107
9/27/2023,Texas,2022,32,8/13/2022,4654,4164,3418,119
9/27/2023,Texas,2022,33,8/20/2022,4302,3934,3247,118
9/27/2023,Texas,2022,34,8/27/2022,4316,3883,3186,111
9/27/2023,Texas,2022,35,9/3/2022,4315,3847,3072,100
9/27/2023,Texas,2022,36,9/10/2022,4335,3874,3135,112
9/27/2023,Texas,2022,37,9/17/2022,4330,3873,3057,76
9/27/2023,Texas,2022,38,9/24/2022,4421,3967,3112,102
9/27/2023,Texas,2022,39,10/1/2022,4188,3757,2967,80
9/27/2023,Texas,2022,40,10/8/2022,4332,3892,3042,75
9/27/2023,Texas,2022,41,10/15/2022,4396,3981,3101,93
9/27/2023,Texas,2022,42,10/22/2022,4466,4034,3110,84
9/27/2023,Texas,2022,43,10/29/2022,4287,3917,3044,101
9/27/2023,Texas,2022,44,11/5/2022,4297,3878,2985,104
9/27/2023,Texas,2022,45,11/12/2022,4424,4032,3124,114
9/27/2023,Texas,2022,46,11/19/2022,4448,4045,3086,120
9/27/2023,Texas,2022,47,11/26/2022,4752,4353,3366,141
9/27/2023,Texas,2022,48,12/3/2022,4981,4571,3585,162
9/27/2023,Texas,2022,49,12/10/2022,4899,4419,3487,167
9/27/2023,Texas,2022,50,12/17/2022,4761,4310,3450,156
9/27/2023,Texas,2022,51,12/24/2022,4867,4456,3573,151
9/27/2023,Texas,2022,52,12/31/2022,5200,4774,3828,166
9/27/2023,Texas,2023,1,1/7/2023,5165,4724,3830,174
9/27/2023,Texas,2023,2,1/14/2023,4941,4543,3710,152
9/27/2023,Texas,2023,3,1/21/2023,4911,4477,3654,141
9/27/2023,Texas,2023,4,1/28/2023,4673,4295,3450,141
9/27/2023,Texas,2023,5,2/4/2023,4650,4236,3378,132
9/27/2023,Texas,2023,6,2/11/2023,4694,4303,3402,153
9/27/2023,Texas,2023,7,2/18/2023,4774,4389,3450,159
9/27/2023,Texas,2023,8,2/25/2023,4753,4346,3399,162
9/27/2023,Texas,2023,9,3/4/2023,4527,4169,3239,128
9/27/2023,Texas,2023,10,3/11/2023,4492,4101,3205,139
9/27/2023,Texas,2023,11,3/18/2023,4453,4083,3147,132
9/27/2023,Texas,2023,12,3/25/2023,4645,4166,3273,132
9/27/2023,Texas,2023,13,4/1/2023,4491,4037,3096,114
9/27/2023,Texas,2023,14,4/8/2023,4392,3991,3077,127
9/27/2023,Texas,2023,15,4/15/2023,4399,3986,3045,105
9/27/2023,Texas,2023,16,4/22/2023,4278,3915,2988,120
9/27/2023,Texas,2023,17,4/29/2023,4230,3833,2895,112
9/27/2023,Texas,2023,18,5/6/2023,4528,4064,3083,128
9/27/2023,Texas,2023,19,5/13/2023,4279,3871,2995,119
9/27/2023,Texas,2023,20,5/20/2023,4174,3800,2871,117
9/27/2023,Texas,2023,21,5/27/2023,4105,3740,2835,121
9/27/2023,Texas,2023,22,6/3/2023,4343,3872,2933,110
9/27/2023,Texas,2023,23,6/10/2023,4269,3878,2935,148
9/27/2023,Texas,2023,24,6/17/2023,4265,3878,2950,153
9/27/2023,Texas,2023,25,6/24/2023,4391,3950,3076,183
9/27/2023,Texas,2023,26,7/1/2023,4338,3906,2950,214
9/27/2023,Texas,2023,27,7/8/2023,4231,3810,2875,179
9/27/2023,Texas,2023,28,7/15/2023,4246,3891,2890,262
9/27/2023,Texas,2023,29,7/22/2023,4305,3951,3007,251
9/27/2023,Texas,2023,30,7/29/2023,4130,3802,2887,252
9/27/2023,Texas,2023,31,8/5/2023,4259,3955,3101,346
9/27/2023,Texas,2023,32,8/12/2023,4328,4001,3114,383
9/27/2023,Texas,2023,33,8/19/2023,3998,3739,2926,339
9/27/2023,Texas,2023,34,8/26/2023,4035,3792,2951,370
9/27/2023,Texas,2023,35,9/2/2023,3614,3476,2760,278
9/27/2023,Texas,2023,36,9/9/2023,3330,3284,2645,312
9/27/2023,Texas,2023,37,9/16/2023,2489,2489,1977,197
9/27/2023,Utah,2020,1,1/4/2020,392,350,216,0
9/27/2023,Utah,2020,2,1/11/2020,438,381,250,0
9/27/2023,Utah,2020,3,1/18/2020,409,358,225,0
9/27/2023,Utah,2020,4,1/25/2020,390,341,230,21
9/27/2023,Utah,2020,5,2/1/2020,364,331,222,0
9/27/2023,Utah,2020,6,2/8/2020,395,357,264,13
9/27/2023,Utah,2020,7,2/15/2020,414,375,254,0
9/27/2023,Utah,2020,8,2/22/2020,368,332,215,0
9/27/2023,Utah,2020,9,2/29/2020,417,373,243,11
9/27/2023,Utah,2020,10,3/7/2020,427,394,250,0
9/27/2023,Utah,2020,11,3/14/2020,406,360,225,11
9/27/2023,Utah,2020,12,3/21/2020,412,376,282,15
9/27/2023,Utah,2020,13,3/28/2020,395,360,234,10
9/27/2023,Utah,2020,14,4/4/2020,408,376,252,0
9/27/2023,Utah,2020,15,4/11/2020,382,335,221,0
9/27/2023,Utah,2020,16,4/18/2020,388,342,224,0
9/27/2023,Utah,2020,17,4/25/2020,410,360,254,0
9/27/2023,Utah,2020,18,5/2/2020,381,347,237,0
9/27/2023,Utah,2020,19,5/9/2020,372,331,217,0
9/27/2023,Utah,2020,20,5/16/2020,403,350,258,0
9/27/2023,Utah,2020,21,5/23/2020,374,327,223,0
9/27/2023,Utah,2020,22,5/30/2020,390,339,242,0
9/27/2023,Utah,2020,23,6/6/2020,410,354,257,0
9/27/2023,Utah,2020,24,6/13/2020,388,345,245,0
9/27/2023,Utah,2020,25,6/20/2020,402,366,259,0
9/27/2023,Utah,2020,26,6/27/2020,388,341,234,0
9/27/2023,Utah,2020,27,7/4/2020,438,372,267,0
9/27/2023,Utah,2020,28,7/11/2020,407,359,266,0
9/27/2023,Utah,2020,29,7/18/2020,435,383,284,0
9/27/2023,Utah,2020,30,7/25/2020,437,386,313,0
9/27/2023,Utah,2020,31,8/1/2020,435,381,285,0
9/27/2023,Utah,2020,32,8/8/2020,449,393,304,0
9/27/2023,Utah,2020,33,8/15/2020,450,404,292,0
9/27/2023,Utah,2020,34,8/22/2020,422,372,272,0
9/27/2023,Utah,2020,35,8/29/2020,377,330,227,0
9/27/2023,Utah,2020,36,9/5/2020,367,325,221,0
9/27/2023,Utah,2020,37,9/12/2020,382,341,236,0
9/27/2023,Utah,2020,38,9/19/2020,400,349,218,0
9/27/2023,Utah,2020,39,9/26/2020,440,400,289,0
9/27/2023,Utah,2020,40,10/3/2020,393,347,247,0
9/27/2023,Utah,2020,41,10/10/2020,443,382,316,0
9/27/2023,Utah,2020,42,10/17/2020,424,382,296,0
9/27/2023,Utah,2020,43,10/24/2020,442,391,306,0
9/27/2023,Utah,2020,44,10/31/2020,460,406,326,0
9/27/2023,Utah,2020,45,11/7/2020,453,412,346,0
9/27/2023,Utah,2020,46,11/14/2020,482,449,399,0
9/27/2023,Utah,2020,47,11/21/2020,544,502,476,0
9/27/2023,Utah,2020,48,11/28/2020,487,441,419,0
9/27/2023,Utah,2020,49,12/5/2020,538,499,491,0
9/27/2023,Utah,2020,50,12/12/2020,552,501,484,0
9/27/2023,Utah,2020,51,12/19/2020,545,491,487,0
9/27/2023,Utah,2020,52,12/26/2020,502,459,434,0
9/27/2023,Utah,2020,53,1/2/2021,486,435,423,0
9/27/2023,Utah,2021,1,1/9/2021,533,495,450,0
9/27/2023,Utah,2021,2,1/16/2021,484,426,410,0
9/27/2023,Utah,2021,3,1/23/2021,497,445,416,0
9/27/2023,Utah,2021,4,1/30/2021,502,455,388,0
9/27/2023,Utah,2021,5,2/6/2021,466,416,353,0
9/27/2023,Utah,2021,6,2/13/2021,450,393,323,0
9/27/2023,Utah,2021,7,2/20/2021,428,381,315,0
9/27/2023,Utah,2021,8,2/27/2021,379,343,269,0
9/27/2023,Utah,2021,9,3/6/2021,415,372,279,0
9/27/2023,Utah,2021,10,3/13/2021,411,378,281,0
9/27/2023,Utah,2021,11,3/20/2021,396,348,261,0
9/27/2023,Utah,2021,12,3/27/2021,391,344,231,0
9/27/2023,Utah,2021,13,4/3/2021,403,345,252,0
9/27/2023,Utah,2021,14,4/10/2021,379,333,211,0
9/27/2023,Utah,2021,15,4/17/2021,370,316,209,0
9/27/2023,Utah,2021,16,4/24/2021,391,335,251,0
9/27/2023,Utah,2021,17,5/1/2021,427,371,242,0
9/27/2023,Utah,2021,18,5/8/2021,385,341,225,0
9/27/2023,Utah,2021,19,5/15/2021,380,336,228,0
9/27/2023,Utah,2021,20,5/22/2021,406,353,267,0
9/27/2023,Utah,2021,21,5/29/2021,434,376,263,0
9/27/2023,Utah,2021,22,6/5/2021,393,335,235,0
9/27/2023,Utah,2021,23,6/12/2021,387,334,228,0
9/27/2023,Utah,2021,24,6/19/2021,416,358,251,0
9/27/2023,Utah,2021,25,6/26/2021,420,370,278,0
9/27/2023,Utah,2021,26,7/3/2021,419,365,263,0
9/27/2023,Utah,2021,27,7/10/2021,434,384,275,0
9/27/2023,Utah,2021,28,7/17/2021,384,352,243,0
9/27/2023,Utah,2021,29,7/24/2021,446,396,300,12
9/27/2023,Utah,2021,30,7/31/2021,447,388,276,0
9/27/2023,Utah,2021,31,8/7/2021,459,401,322,0
9/27/2023,Utah,2021,32,8/14/2021,438,400,320,0
9/27/2023,Utah,2021,33,8/21/2021,463,410,335,0
9/27/2023,Utah,2021,34,8/28/2021,459,407,342,0
9/27/2023,Utah,2021,35,9/4/2021,498,443,377,0
9/27/2023,Utah,2021,36,9/11/2021,483,431,399,14
9/27/2023,Utah,2021,37,9/18/2021,479,432,379,0
9/27/2023,Utah,2021,38,9/25/2021,506,464,423,0
9/27/2023,Utah,2021,39,10/2/2021,495,453,398,0
9/27/2023,Utah,2021,40,10/9/2021,489,433,388,0
9/27/2023,Utah,2021,41,10/16/2021,503,448,400,0
9/27/2023,Utah,2021,42,10/23/2021,473,438,360,0
9/27/2023,Utah,2021,43,10/30/2021,570,527,494,0
9/27/2023,Utah,2021,44,11/6/2021,529,474,425,0
9/27/2023,Utah,2021,45,11/13/2021,492,447,408,10
9/27/2023,Utah,2021,46,11/20/2021,486,438,386,0
9/27/2023,Utah,2021,47,11/27/2021,474,437,376,0
9/27/2023,Utah,2021,48,12/4/2021,510,461,418,0
9/27/2023,Utah,2021,49,12/11/2021,513,473,417,11
9/27/2023,Utah,2021,50,12/18/2021,488,451,386,0
9/27/2023,Utah,2021,51,12/25/2021,493,447,350,0
9/27/2023,Utah,2021,52,1/1/2022,483,434,355,21
9/27/2023,Utah,2022,1,1/8/2022,529,473,380,0
9/27/2023,Utah,2022,2,1/15/2022,494,461,404,0
9/27/2023,Utah,2022,3,1/22/2022,549,498,468,0
9/27/2023,Utah,2022,4,1/29/2022,557,514,472,14
9/27/2023,Utah,2022,5,2/5/2022,549,507,448,0
9/27/2023,Utah,2022,6,2/12/2022,489,453,403,0
9/27/2023,Utah,2022,7,2/19/2022,455,408,324,0
9/27/2023,Utah,2022,8,2/26/2022,448,412,325,0
9/27/2023,Utah,2022,9,3/5/2022,448,397,305,0
9/27/2023,Utah,2022,10,3/12/2022,432,376,285,0
9/27/2023,Utah,2022,11,3/19/2022,454,405,271,0
9/27/2023,Utah,2022,12,3/26/2022,411,376,251,0
9/27/2023,Utah,2022,13,4/2/2022,405,361,234,0
9/27/2023,Utah,2022,14,4/9/2022,378,328,195,0
9/27/2023,Utah,2022,15,4/16/2022,433,379,265,0
9/27/2023,Utah,2022,16,4/23/2022,453,394,260,0
9/27/2023,Utah,2022,17,4/30/2022,412,376,243,0
9/27/2023,Utah,2022,18,5/7/2022,406,363,238,0
9/27/2023,Utah,2022,19,5/14/2022,396,345,231,0
9/27/2023,Utah,2022,20,5/21/2022,416,364,243,0
9/27/2023,Utah,2022,21,5/28/2022,416,373,231,0
9/27/2023,Utah,2022,22,6/4/2022,398,355,228,0
9/27/2023,Utah,2022,23,6/11/2022,419,373,235,10
9/27/2023,Utah,2022,24,6/18/2022,444,405,262,12
9/27/2023,Utah,2022,25,6/25/2022,442,403,280,0
9/27/2023,Utah,2022,26,7/2/2022,451,395,287,0
9/27/2023,Utah,2022,27,7/9/2022,393,341,246,0
9/27/2023,Utah,2022,28,7/16/2022,431,374,261,0
9/27/2023,Utah,2022,29,7/23/2022,409,369,256,10
9/27/2023,Utah,2022,30,7/30/2022,407,362,264,0
9/27/2023,Utah,2022,31,8/6/2022,418,370,257,0
9/27/2023,Utah,2022,32,8/13/2022,390,343,250,0
9/27/2023,Utah,2022,33,8/20/2022,391,341,233,0
9/27/2023,Utah,2022,34,8/27/2022,404,354,240,0
9/27/2023,Utah,2022,35,9/3/2022,398,343,237,0
9/27/2023,Utah,2022,36,9/10/2022,426,370,268,0
9/27/2023,Utah,2022,37,9/17/2022,417,373,261,0
9/27/2023,Utah,2022,38,9/24/2022,409,367,244,0
9/27/2023,Utah,2022,39,10/1/2022,410,349,248,0
9/27/2023,Utah,2022,40,10/8/2022,359,316,189,0
9/27/2023,Utah,2022,41,10/15/2022,421,365,244,0
9/27/2023,Utah,2022,42,10/22/2022,433,370,252,0
9/27/2023,Utah,2022,43,10/29/2022,415,372,252,0
9/27/2023,Utah,2022,44,11/5/2022,400,348,222,0
9/27/2023,Utah,2022,45,11/12/2022,449,403,258,0
9/27/2023,Utah,2022,46,11/19/2022,424,367,265,10
9/27/2023,Utah,2022,47,11/26/2022,421,360,253,0
9/27/2023,Utah,2022,48,12/3/2022,484,437,303,0
9/27/2023,Utah,2022,49,12/10/2022,481,440,325,11
9/27/2023,Utah,2022,50,12/17/2022,502,443,335,0
9/27/2023,Utah,2022,51,12/24/2022,461,410,293,25
9/27/2023,Utah,2022,52,12/31/2022,466,415,279,14
9/27/2023,Utah,2023,1,1/7/2023,467,405,305,16
9/27/2023,Utah,2023,2,1/14/2023,487,429,296,14
9/27/2023,Utah,2023,3,1/21/2023,435,389,249,13
9/27/2023,Utah,2023,4,1/28/2023,440,401,250,0
9/27/2023,Utah,2023,5,2/4/2023,453,405,254,0
9/27/2023,Utah,2023,6,2/11/2023,411,366,222,0
9/27/2023,Utah,2023,7,2/18/2023,416,352,212,0
9/27/2023,Utah,2023,8,2/25/2023,419,381,256,0
9/27/2023,Utah,2023,9,3/4/2023,425,391,262,0
9/27/2023,Utah,2023,10,3/11/2023,377,349,197,0
9/27/2023,Utah,2023,11,3/18/2023,417,379,237,0
9/27/2023,Utah,2023,12,3/25/2023,442,387,251,0
9/27/2023,Utah,2023,13,4/1/2023,442,389,249,0
9/27/2023,Utah,2023,14,4/8/2023,424,374,225,0
9/27/2023,Utah,2023,15,4/15/2023,408,371,236,0
9/27/2023,Utah,2023,16,4/22/2023,416,367,251,12
9/27/2023,Utah,2023,17,4/29/2023,423,365,229,0
9/27/2023,Utah,2023,18,5/6/2023,417,376,233,0
9/27/2023,Utah,2023,19,5/13/2023,388,340,208,0
9/27/2023,Utah,2023,20,5/20/2023,420,361,233,0
9/27/2023,Utah,2023,21,5/27/2023,397,360,237,0
9/27/2023,Utah,2023,22,6/3/2023,384,341,218,0
9/27/2023,Utah,2023,23,6/10/2023,399,346,234,0
9/27/2023,Utah,2023,24,6/17/2023,369,330,196,0
9/27/2023,Utah,2023,25,6/24/2023,426,373,242,0
9/27/2023,Utah,2023,26,7/1/2023,408,355,224,0
9/27/2023,Utah,2023,27,7/8/2023,404,358,241,16
9/27/2023,Utah,2023,28,7/15/2023,400,367,225,16
9/27/2023,Utah,2023,29,7/22/2023,420,379,270,26
9/27/2023,Utah,2023,30,7/29/2023,351,311,199,11
9/27/2023,Utah,2023,31,8/5/2023,395,368,231,35
9/27/2023,Utah,2023,32,8/12/2023,359,326,215,27
9/27/2023,Utah,2023,33,8/19/2023,409,375,265,24
