Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Causes,Natural Causes,Chronic Causes,Non_Chronic Causes
9/27/2023,Massachusetts,2020,26,6/27/2020,1084,976,794,17
9/27/2023,Massachusetts,2020,27,7/4/2020,1048,951,750,23
9/27/2023,Massachusetts,2020,28,7/11/2020,1047,946,728,13
9/27/2023,Massachusetts,2020,29,7/18/2020,1060,961,711,25
9/27/2023,Massachusetts,2020,30,7/25/2020,1089,985,722,22
9/27/2023,Massachusetts,2020,31,8/1/2020,1022,922,669,14
9/27/2023,Massachusetts,2020,32,8/8/2020,996,890,667,11
9/27/2023,Massachusetts,2020,33,8/15/2020,1049,931,672,29
9/27/2023,Massachusetts,2020,34,8/22/2020,1037,963,702,15
9/27/2023,Massachusetts,2020,35,8/29/2020,1059,966,688,11
9/27/2023,Massachusetts,2020,36,9/5/2020,1014,921,657,14
9/27/2023,Massachusetts,2020,37,9/12/2020,1012,909,641,25
9/27/2023,Massachusetts,2020,38,9/19/2020,1094,1006,750,30
9/27/2023,Massachusetts,2020,39,9/26/2020,1125,1042,754,15
9/27/2023,Massachusetts,2020,40,10/3/2020,1105,1009,738,30
9/27/2023,Massachusetts,2020,41,10/10/2020,1101,999,715,18
9/27/2023,Massachusetts,2020,42,10/17/2020,1131,1028,803,31
9/27/2023,Massachusetts,2020,43,10/24/2020,1196,1110,856,15
9/27/2023,Massachusetts,2020,44,10/31/2020,1089,1005,784,20
9/27/2023,Massachusetts,2020,45,11/7/2020,1218,1129,859,28
9/27/2023,Massachusetts,2020,46,11/14/2020,1234,1135,902,39
9/27/2023,Massachusetts,2020,47,11/21/2020,1214,1119,940,34
9/27/2023,Massachusetts,2020,48,11/28/2020,1261,1146,990,33
9/27/2023,Massachusetts,2020,49,12/5/2020,1331,1237,1160,36
9/27/2023,Massachusetts,2020,50,12/12/2020,1351,1255,1192,45
9/27/2023,Massachusetts,2020,51,12/19/2020,1426,1343,1284,35
9/27/2023,Massachusetts,2020,52,12/26/2020,1552,1446,1458,38
9/27/2023,Massachusetts,2020,53,1/2/2021,1526,1417,1465,31
9/27/2023,Massachusetts,2021,1,1/9/2021,1557,1455,1513,38
9/27/2023,Massachusetts,2021,2,1/16/2021,1558,1474,1542,29
9/27/2023,Massachusetts,2021,3,1/23/2021,1529,1431,1489,33
9/27/2023,Massachusetts,2021,4,1/30/2021,1571,1469,1460,30
9/27/2023,Massachusetts,2021,5,2/6/2021,1504,1393,1324,33
9/27/2023,Massachusetts,2021,6,2/13/2021,1363,1253,1130,36
9/27/2023,Massachusetts,2021,7,2/20/2021,1342,1247,1055,34
9/27/2023,Massachusetts,2021,8,2/27/2021,1269,1165,1009,31
9/27/2023,Massachusetts,2021,9,3/6/2021,1220,1115,929,29
9/27/2023,Massachusetts,2021,10,3/13/2021,1213,1095,901,30
9/27/2023,Massachusetts,2021,11,3/20/2021,1202,1072,866,28
9/27/2023,Massachusetts,2021,12,3/27/2021,1169,1065,865,26
9/27/2023,Massachusetts,2021,13,4/3/2021,1121,1019,825,33
9/27/2023,Massachusetts,2021,14,4/10/2021,1115,1016,771,13
9/27/2023,Massachusetts,2021,15,4/17/2021,1139,1033,789,31
9/27/2023,Massachusetts,2021,16,4/24/2021,1102,993,769,27
9/27/2023,Massachusetts,2021,17,5/1/2021,1114,1021,820,13
9/27/2023,Massachusetts,2021,18,5/8/2021,1137,1013,760,11
9/27/2023,Massachusetts,2021,19,5/15/2021,1105,1013,797,33
9/27/2023,Massachusetts,2021,20,5/22/2021,1163,1054,797,31
9/27/2023,Massachusetts,2021,21,5/29/2021,1068,979,728,27
9/27/2023,Massachusetts,2021,22,6/5/2021,1078,973,713,22
9/27/2023,Massachusetts,2021,23,6/12/2021,1082,981,723,31
9/27/2023,Massachusetts,2021,24,6/19/2021,1018,914,674,12
9/27/2023,Massachusetts,2021,25,6/26/2021,1063,949,649,14
9/27/2023,Massachusetts,2021,26,7/3/2021,1056,971,686,0
9/27/2023,Massachusetts,2021,27,7/10/2021,1133,1014,739,26
9/27/2023,Massachusetts,2021,28,7/17/2021,1030,934,675,24
9/27/2023,Massachusetts,2021,29,7/24/2021,1114,1020,760,26
9/27/2023,Massachusetts,2021,30,7/31/2021,1118,1007,718,25
9/27/2023,Massachusetts,2021,31,8/7/2021,1139,1024,723,32
9/27/2023,Massachusetts,2021,32,8/14/2021,1102,996,770,32
9/27/2023,Massachusetts,2021,33,8/21/2021,1131,1025,777,35
9/27/2023,Massachusetts,2021,34,8/28/2021,1132,1010,768,31
9/27/2023,Massachusetts,2021,35,9/4/2021,1153,1037,805,27
9/27/2023,Massachusetts,2021,36,9/11/2021,1199,1098,883,38
9/27/2023,Massachusetts,2021,37,9/18/2021,1156,1052,836,38
9/27/2023,Massachusetts,2021,38,9/25/2021,1161,1043,858,30
9/27/2023,Massachusetts,2021,39,10/2/2021,1210,1109,880,36
9/27/2023,Massachusetts,2021,40,10/9/2021,1191,1100,869,36
9/27/2023,Massachusetts,2021,41,10/16/2021,1241,1135,859,25
9/27/2023,Massachusetts,2021,42,10/23/2021,1233,1127,889,26
9/27/2023,Massachusetts,2021,43,10/30/2021,1250,1125,872,36
9/27/2023,Massachusetts,2021,44,11/6/2021,1292,1178,880,35
9/27/2023,Massachusetts,2021,45,11/13/2021,1285,1187,909,35
9/27/2023,Massachusetts,2021,46,11/20/2021,1267,1189,921,37
9/27/2023,Massachusetts,2021,47,11/27/2021,1270,1169,966,35
9/27/2023,Massachusetts,2021,48,12/4/2021,1340,1215,1013,35
9/27/2023,Massachusetts,2021,49,12/11/2021,1453,1323,1098,42
9/27/2023,Massachusetts,2021,50,12/18/2021,1364,1251,1088,33
9/27/2023,Massachusetts,2021,51,12/25/2021,1409,1314,1161,42
9/27/2023,Massachusetts,2021,52,1/1/2022,1518,1408,1301,44
9/27/2023,Massachusetts,2022,1,1/8/2022,1527,1418,1412,40
9/27/2023,Massachusetts,2022,2,1/15/2022,1612,1504,1470,40
9/27/2023,Massachusetts,2022,3,1/22/2022,1705,1594,1646,34
9/27/2023,Massachusetts,2022,4,1/29/2022,1634,1522,1505,37
9/27/2023,Massachusetts,2022,5,2/5/2022,1527,1401,1326,35
9/27/2023,Massachusetts,2022,6,2/12/2022,1441,1330,1185,39
9/27/2023,Massachusetts,2022,7,2/19/2022,1307,1197,956,15
9/27/2023,Massachusetts,2022,8,2/26/2022,1196,1090,858,37
9/27/2023,Massachusetts,2022,9,3/5/2022,1154,1050,776,23
9/27/2023,Massachusetts,2022,10,3/12/2022,1196,1093,801,33
9/27/2023,Massachusetts,2022,11,3/19/2022,1113,1018,748,36
9/27/2023,Massachusetts,2022,12,3/26/2022,1160,1056,748,31
9/27/2023,Massachusetts,2022,13,4/2/2022,1160,1062,778,37
9/27/2023,Massachusetts,2022,14,4/9/2022,1070,956,690,41
9/27/2023,Massachusetts,2022,15,4/16/2022,1154,1044,745,38
9/27/2023,Massachusetts,2022,16,4/23/2022,1073,972,739,24
9/27/2023,Massachusetts,2022,17,4/30/2022,1158,1057,776,37
9/27/2023,Massachusetts,2022,18,5/7/2022,1184,1072,775,37
9/27/2023,Massachusetts,2022,19,5/14/2022,1215,1104,849,35
9/27/2023,Massachusetts,2022,20,5/21/2022,1173,1072,838,29
9/27/2023,Massachusetts,2022,21,5/28/2022,1147,1044,792,39
9/27/2023,Massachusetts,2022,22,6/4/2022,1203,1086,826,46
9/27/2023,Massachusetts,2022,23,6/11/2022,1140,1036,769,30
9/27/2023,Massachusetts,2022,24,6/18/2022,1095,970,748,32
9/27/2023,Massachusetts,2022,25,6/25/2022,1087,989,725,36
9/27/2023,Massachusetts,2022,26,7/2/2022,1207,1088,811,34
9/27/2023,Massachusetts,2022,27,7/9/2022,1155,1045,786,32
9/27/2023,Massachusetts,2022,28,7/16/2022,1136,1017,754,10
9/27/2023,Massachusetts,2022,29,7/23/2022,1158,1052,780,26
9/27/2023,Massachusetts,2022,30,7/30/2022,1116,991,738,40
9/27/2023,Massachusetts,2022,31,8/6/2022,1216,1106,828,25
9/27/2023,Massachusetts,2022,32,8/13/2022,1150,1036,813,28
9/27/2023,Massachusetts,2022,33,8/20/2022,1121,1008,783,29
9/27/2023,Massachusetts,2022,34,8/27/2022,1149,1046,759,25
9/27/2023,Massachusetts,2022,35,9/3/2022,1133,1030,777,37
9/27/2023,Massachusetts,2022,36,9/10/2022,1126,1008,735,38
9/27/2023,Massachusetts,2022,37,9/17/2022,1115,999,759,36
9/27/2023,Massachusetts,2022,38,9/24/2022,1176,1082,814,27
9/27/2023,Massachusetts,2022,39,10/1/2022,1180,1060,791,31
9/27/2023,Massachusetts,2022,40,10/8/2022,1202,1101,796,34
9/27/2023,Massachusetts,2022,41,10/15/2022,1264,1130,883,45
9/27/2023,Massachusetts,2022,42,10/22/2022,1209,1095,834,20
9/27/2023,Massachusetts,2022,43,10/29/2022,1282,1183,918,44
9/27/2023,Massachusetts,2022,44,11/5/2022,1266,1139,879,41
9/27/2023,Massachusetts,2022,45,11/12/2022,1196,1075,830,36
9/27/2023,Massachusetts,2022,46,11/19/2022,1138,1054,803,35
9/27/2023,Massachusetts,2022,47,11/26/2022,1204,1096,824,43
9/27/2023,Massachusetts,2022,48,12/3/2022,1280,1184,902,43
9/27/2023,Massachusetts,2022,49,12/10/2022,1322,1196,895,41
9/27/2023,Massachusetts,2022,50,12/17/2022,1337,1214,937,48
9/27/2023,Massachusetts,2022,51,12/24/2022,1345,1239,965,76
9/27/2023,Massachusetts,2022,52,12/31/2022,1374,1264,974,61
9/27/2023,Massachusetts,2023,1,1/7/2023,1376,1269,1009,61
9/27/2023,Massachusetts,2023,2,1/14/2023,1369,1260,1007,53
9/27/2023,Massachusetts,2023,3,1/21/2023,1340,1233,961,46
9/27/2023,Massachusetts,2023,4,1/28/2023,1287,1182,890,49
9/27/2023,Massachusetts,2023,5,2/4/2023,1225,1111,850,39
9/27/2023,Massachusetts,2023,6,2/11/2023,1306,1198,908,42
9/27/2023,Massachusetts,2023,7,2/18/2023,1247,1153,853,41
9/27/2023,Massachusetts,2023,8,2/25/2023,1233,1127,854,33
9/27/2023,Massachusetts,2023,9,3/4/2023,1243,1146,828,38
9/27/2023,Massachusetts,2023,10,3/11/2023,1226,1132,829,34
9/27/2023,Massachusetts,2023,11,3/18/2023,1194,1083,765,34
9/27/2023,Massachusetts,2023,12,3/25/2023,1165,1073,800,39
9/27/2023,Massachusetts,2023,13,4/1/2023,1160,1064,737,36
9/27/2023,Massachusetts,2023,14,4/8/2023,1133,1033,762,34
9/27/2023,Massachusetts,2023,15,4/15/2023,1225,1120,799,43
9/27/2023,Massachusetts,2023,16,4/22/2023,1140,1046,732,23
9/27/2023,Massachusetts,2023,17,4/29/2023,1083,1010,715,30
9/27/2023,Massachusetts,2023,18,5/6/2023,1151,1034,744,37
9/27/2023,Massachusetts,2023,19,5/13/2023,1118,1009,719,47
9/27/2023,Massachusetts,2023,20,5/20/2023,1134,1034,692,28
9/27/2023,Massachusetts,2023,21,5/27/2023,1069,965,703,45
9/27/2023,Massachusetts,2023,22,6/3/2023,1091,966,667,33
9/27/2023,Massachusetts,2023,23,6/10/2023,1115,1014,742,39
9/27/2023,Massachusetts,2023,24,6/17/2023,1153,1075,765,64
9/27/2023,Massachusetts,2023,25,6/24/2023,1103,1027,735,57
9/27/2023,Massachusetts,2023,26,7/1/2023,1114,1028,706,52
9/27/2023,Massachusetts,2023,27,7/8/2023,1120,1054,770,96
9/27/2023,Massachusetts,2023,28,7/15/2023,1086,1038,756,102
9/27/2023,Massachusetts,2023,29,7/22/2023,1081,1027,722,100
9/27/2023,Massachusetts,2023,30,7/29/2023,1072,1031,741,120
9/27/2023,Massachusetts,2023,31,8/5/2023,1075,1036,761,139
9/27/2023,Massachusetts,2023,32,8/12/2023,1115,1078,828,152
9/27/2023,Massachusetts,2023,33,8/19/2023,1130,1095,827,147
9/27/2023,Massachusetts,2023,34,8/26/2023,1127,1093,834,137
9/27/2023,Massachusetts,2023,35,9/2/2023,1125,1092,858,144
9/27/2023,Massachusetts,2023,36,9/9/2023,1082,1067,798,151
9/27/2023,Massachusetts,2023,37,9/16/2023,870,868,655,96
9/27/2023,Michigan,2020,1,1/4/2020,2015,1863,1450,52
9/27/2023,Michigan,2020,2,1/11/2020,2065,1924,1479,38
9/27/2023,Michigan,2020,3,1/18/2020,1936,1797,1405,54
9/27/2023,Michigan,2020,4,1/25/2020,2012,1881,1492,47
9/27/2023,Michigan,2020,5,2/1/2020,2004,1863,1453,46
9/27/2023,Michigan,2020,6,2/8/2020,1940,1785,1406,68
9/27/2023,Michigan,2020,7,2/15/2020,2014,1866,1510,67
9/27/2023,Michigan,2020,8,2/22/2020,2056,1896,1517,71
9/27/2023,Michigan,2020,9,2/29/2020,1973,1806,1445,63
9/27/2023,Michigan,2020,10,3/7/2020,1988,1821,1424,53
9/27/2023,Michigan,2020,11,3/14/2020,1955,1799,1387,60
9/27/2023,Michigan,2020,12,3/21/2020,2036,1895,1499,75
9/27/2023,Michigan,2020,13,3/28/2020,2432,2298,2110,76
9/27/2023,Michigan,2020,14,4/4/2020,3117,2973,3179,117
9/27/2023,Michigan,2020,15,4/11/2020,3385,3230,3650,66
9/27/2023,Michigan,2020,16,4/18/2020,3159,3008,3530,66
9/27/2023,Michigan,2020,17,4/25/2020,2806,2652,3016,65
9/27/2023,Michigan,2020,18,5/2/2020,2588,2421,2610,45
9/27/2023,Michigan,2020,19,5/9/2020,2241,2076,2187,50
9/27/2023,Michigan,2020,20,5/16/2020,2160,1993,1885,47
9/27/2023,Michigan,2020,21,5/23/2020,2012,1846,1698,25
9/27/2023,Michigan,2020,22,5/30/2020,1962,1785,1569,41
9/27/2023,Michigan,2020,23,6/6/2020,2000,1800,1529,22
9/27/2023,Michigan,2020,24,6/13/2020,1860,1697,1419,34
9/27/2023,Michigan,2020,25,6/20/2020,1885,1685,1398,36
9/27/2023,Michigan,2020,26,6/27/2020,1918,1719,1377,40
9/27/2023,Michigan,2020,27,7/4/2020,1984,1748,1428,27
9/27/2023,Michigan,2020,28,7/11/2020,1890,1716,1351,19
9/27/2023,Michigan,2020,29,7/18/2020,1879,1694,1387,40
9/27/2023,Michigan,2020,30,7/25/2020,1891,1703,1371,38
9/27/2023,Michigan,2020,31,8/1/2020,1969,1781,1445,34
9/27/2023,Michigan,2020,32,8/8/2020,1868,1727,1374,39
9/27/2023,Michigan,2020,33,8/15/2020,2025,1844,1523,44
9/27/2023,Michigan,2020,34,8/22/2020,1926,1736,1390,35
9/27/2023,Michigan,2020,35,8/29/2020,1936,1764,1427,35
9/27/2023,Michigan,2020,36,9/5/2020,1959,1782,1435,31
9/27/2023,Michigan,2020,37,9/12/2020,1942,1777,1392,35
9/27/2023,Michigan,2020,38,9/19/2020,1905,1759,1425,30
9/27/2023,Michigan,2020,39,9/26/2020,2006,1831,1441,34
9/27/2023,Michigan,2020,40,10/3/2020,2033,1853,1507,36
9/27/2023,Michigan,2020,41,10/10/2020,2146,1960,1641,44
9/27/2023,Michigan,2020,42,10/17/2020,2029,1862,1580,39
9/27/2023,Michigan,2020,43,10/24/2020,2207,2047,1779,39
9/27/2023,Michigan,2020,44,10/31/2020,2176,1998,1722,34
9/27/2023,Michigan,2020,45,11/7/2020,2347,2157,2005,52
9/27/2023,Michigan,2020,46,11/14/2020,2427,2241,2189,43
9/27/2023,Michigan,2020,47,11/21/2020,2623,2433,2556,31
9/27/2023,Michigan,2020,48,11/28/2020,2661,2507,2711,43
9/27/2023,Michigan,2020,49,12/5/2020,2805,2633,2992,43
9/27/2023,Michigan,2020,50,12/12/2020,2958,2780,3150,56
9/27/2023,Michigan,2020,51,12/19/2020,2766,2602,2963,30
9/27/2023,Michigan,2020,52,12/26/2020,2633,2439,2637,28
9/27/2023,Michigan,2020,53,1/2/2021,2554,2377,2461,41
9/27/2023,Michigan,2021,1,1/9/2021,2356,2203,2312,36
9/27/2023,Michigan,2021,2,1/16/2021,2397,2216,2214,38
9/27/2023,Michigan,2021,3,1/23/2021,2345,2186,2121,35
9/27/2023,Michigan,2021,4,1/30/2021,2191,2047,1895,45
9/27/2023,Michigan,2021,5,2/6/2021,2291,2111,1944,36
9/27/2023,Michigan,2021,6,2/13/2021,2080,1916,1674,41
9/27/2023,Michigan,2021,7,2/20/2021,2101,1968,1677,33
9/27/2023,Michigan,2021,8,2/27/2021,2065,1889,1575,24
9/27/2023,Michigan,2021,9,3/6/2021,2023,1857,1523,41
9/27/2023,Michigan,2021,10,3/13/2021,1867,1711,1457,31
9/27/2023,Michigan,2021,11,3/20/2021,2014,1840,1572,34
9/27/2023,Michigan,2021,12,3/27/2021,2093,1904,1676,31
9/27/2023,Michigan,2021,13,4/3/2021,2052,1885,1762,30
9/27/2023,Michigan,2021,14,4/10/2021,2335,2131,2019,53
9/27/2023,Michigan,2021,15,4/17/2021,2277,2115,2152,34
9/27/2023,Michigan,2021,16,4/24/2021,2407,2210,2311,34
9/27/2023,Michigan,2021,17,5/1/2021,2324,2145,2138,31
9/27/2023,Michigan,2021,18,5/8/2021,2252,2067,2055,30
9/27/2023,Michigan,2021,19,5/15/2021,2170,2025,1962,24
9/27/2023,Michigan,2021,20,5/22/2021,2204,2019,1902,35
9/27/2023,Michigan,2021,21,5/29/2021,2003,1813,1628,27
9/27/2023,Michigan,2021,22,6/5/2021,1963,1793,1571,27
9/27/2023,Michigan,2021,23,6/12/2021,1981,1805,1521,17
9/27/2023,Michigan,2021,24,6/19/2021,1889,1696,1410,36
9/27/2023,Michigan,2021,25,6/26/2021,1927,1739,1411,36
9/27/2023,Michigan,2021,26,7/3/2021,1873,1682,1328,36
9/27/2023,Michigan,2021,27,7/10/2021,1913,1687,1325,23
9/27/2023,Michigan,2021,28,7/17/2021,1866,1710,1356,45
9/27/2023,Michigan,2021,29,7/24/2021,1895,1711,1374,39
9/27/2023,Michigan,2021,30,7/31/2021,1862,1708,1380,23
9/27/2023,Michigan,2021,31,8/7/2021,1937,1744,1380,37
9/27/2023,Michigan,2021,32,8/14/2021,1963,1752,1457,33
9/27/2023,Michigan,2021,33,8/21/2021,2049,1840,1583,43
9/27/2023,Michigan,2021,34,8/28/2021,1990,1796,1537,35
9/27/2023,Michigan,2021,35,9/4/2021,2093,1900,1661,37
9/27/2023,Michigan,2021,36,9/11/2021,2094,1898,1661,43
9/27/2023,Michigan,2021,37,9/18/2021,2172,1980,1797,31
9/27/2023,Michigan,2021,38,9/25/2021,2073,1900,1695,36
9/27/2023,Michigan,2021,39,10/2/2021,2239,2055,1888,43
9/27/2023,Michigan,2021,40,10/9/2021,2161,1987,1828,47
9/27/2023,Michigan,2021,41,10/16/2021,2194,2033,1948,40
9/27/2023,Michigan,2021,42,10/23/2021,2352,2172,2095,45
9/27/2023,Michigan,2021,43,10/30/2021,2356,2182,2089,43
9/27/2023,Michigan,2021,44,11/6/2021,2421,2240,2148,43
9/27/2023,Michigan,2021,45,11/13/2021,2591,2401,2418,42
9/27/2023,Michigan,2021,46,11/20/2021,2622,2435,2510,56
9/27/2023,Michigan,2021,47,11/27/2021,2849,2647,2885,41
9/27/2023,Michigan,2021,48,12/4/2021,2926,2727,3039,49
9/27/2023,Michigan,2021,49,12/11/2021,3114,2951,3284,45
9/27/2023,Michigan,2021,50,12/18/2021,2915,2743,3109,50
9/27/2023,Michigan,2021,51,12/25/2021,2858,2699,3017,51
9/27/2023,Michigan,2021,52,1/1/2022,2723,2549,2721,35
9/27/2023,Michigan,2022,1,1/8/2022,2793,2608,2806,48
9/27/2023,Michigan,2022,2,1/15/2022,2833,2638,2835,50
9/27/2023,Michigan,2022,3,1/22/2022,2795,2604,2788,37
9/27/2023,Michigan,2022,4,1/29/2022,2670,2494,2576,36
9/27/2023,Michigan,2022,5,2/5/2022,2513,2358,2399,37
9/27/2023,Michigan,2022,6,2/12/2022,2293,2127,2085,50
9/27/2023,Michigan,2022,7,2/19/2022,2287,2111,2029,35
9/27/2023,Michigan,2022,8,2/26/2022,2196,2020,1820,39
9/27/2023,Michigan,2022,9,3/5/2022,2088,1898,1639,39
9/27/2023,Michigan,2022,10,3/12/2022,2008,1850,1553,35
9/27/2023,Michigan,2022,11,3/19/2022,2032,1866,1541,44
9/27/2023,Michigan,2022,12,3/26/2022,1939,1771,1462,19
9/27/2023,Michigan,2022,13,4/2/2022,1883,1729,1426,42
9/27/2023,Michigan,2022,14,4/9/2022,1976,1819,1480,32
9/27/2023,Michigan,2022,15,4/16/2022,1884,1718,1399,25
9/27/2023,Michigan,2022,16,4/23/2022,1919,1774,1455,25
9/27/2023,Michigan,2022,17,4/30/2022,1951,1784,1471,42
9/27/2023,Michigan,2022,18,5/7/2022,2033,1861,1545,38
9/27/2023,Michigan,2022,19,5/14/2022,2045,1875,1538,51
9/27/2023,Michigan,2022,20,5/21/2022,1980,1807,1502,42
9/27/2023,Michigan,2022,21,5/28/2022,1909,1740,1456,43
9/27/2023,Michigan,2022,22,6/4/2022,1922,1743,1430,32
9/27/2023,Michigan,2022,23,6/11/2022,1928,1758,1441,45
9/27/2023,Michigan,2022,24,6/18/2022,1937,1777,1496,31
9/27/2023,Michigan,2022,25,6/25/2022,1944,1730,1435,40
9/27/2023,Michigan,2022,26,7/2/2022,1929,1726,1411,33
9/27/2023,Michigan,2022,27,7/9/2022,1890,1722,1422,21
9/27/2023,Michigan,2022,28,7/16/2022,1952,1760,1456,35
9/27/2023,Michigan,2022,29,7/23/2022,1836,1653,1356,26
9/27/2023,Michigan,2022,30,7/30/2022,1919,1729,1428,44
9/27/2023,Michigan,2022,31,8/6/2022,1938,1768,1476,33
9/27/2023,Michigan,2022,32,8/13/2022,1911,1745,1451,23
9/27/2023,Michigan,2022,33,8/20/2022,1901,1741,1451,31
9/27/2023,Michigan,2022,34,8/27/2022,1988,1813,1505,31
9/27/2023,Michigan,2022,35,9/3/2022,1995,1816,1530,28
9/27/2023,Michigan,2022,36,9/10/2022,1968,1785,1491,33
9/27/2023,Michigan,2022,37,9/17/2022,1913,1728,1439,28
9/27/2023,Michigan,2022,38,9/24/2022,1975,1800,1507,16
9/27/2023,Michigan,2022,39,10/1/2022,2027,1857,1524,33
9/27/2023,Michigan,2022,40,10/8/2022,1990,1833,1542,37
9/27/2023,Michigan,2022,41,10/15/2022,2050,1848,1572,45
9/27/2023,Michigan,2022,42,10/22/2022,2107,1943,1665,39
9/27/2023,Michigan,2022,43,10/29/2022,1977,1807,1552,21
9/27/2023,Michigan,2022,44,11/5/2022,2115,1904,1619,42
9/27/2023,Michigan,2022,45,11/12/2022,2115,1935,1677,40
9/27/2023,Michigan,2022,46,11/19/2022,2109,1950,1626,45
9/27/2023,Michigan,2022,47,11/26/2022,2133,1947,1639,44
9/27/2023,Michigan,2022,48,12/3/2022,2093,1918,1583,41
9/27/2023,Michigan,2022,49,12/10/2022,2230,2040,1689,60
9/27/2023,Michigan,2022,50,12/17/2022,2190,1996,1652,66
9/27/2023,Michigan,2022,51,12/24/2022,2253,2096,1750,60
9/27/2023,Michigan,2022,52,12/31/2022,2334,2166,1815,70
9/27/2023,Michigan,2023,1,1/7/2023,2272,2092,1775,96
9/27/2023,Michigan,2023,2,1/14/2023,2164,1989,1656,73
9/27/2023,Michigan,2023,3,1/21/2023,2117,1948,1636,79
9/27/2023,Michigan,2023,4,1/28/2023,1958,1808,1523,56
9/27/2023,Michigan,2023,5,2/4/2023,2037,1856,1506,44
9/27/2023,Michigan,2023,6,2/11/2023,2078,1924,1578,47
9/27/2023,Michigan,2023,7,2/18/2023,1994,1852,1513,42
9/27/2023,Michigan,2023,8,2/25/2023,2029,1873,1552,55
9/27/2023,Michigan,2023,9,3/4/2023,2008,1841,1516,51
9/27/2023,Michigan,2023,10,3/11/2023,1985,1831,1490,47
9/27/2023,Michigan,2023,11,3/18/2023,2033,1883,1537,61
9/27/2023,Michigan,2023,12,3/25/2023,2019,1867,1547,59
9/27/2023,Michigan,2023,13,4/1/2023,1966,1824,1510,54
9/27/2023,Michigan,2023,14,4/8/2023,1972,1782,1478,55
9/27/2023,Michigan,2023,15,4/15/2023,1983,1772,1409,49
9/27/2023,Michigan,2023,16,4/22/2023,1931,1796,1454,49
9/27/2023,Michigan,2023,17,4/29/2023,1919,1747,1399,39
9/27/2023,Michigan,2023,18,5/6/2023,1929,1796,1419,51
9/27/2023,Michigan,2023,19,5/13/2023,2026,1846,1507,49
9/27/2023,Michigan,2023,20,5/20/2023,1846,1700,1379,59
9/27/2023,Michigan,2023,21,5/27/2023,1956,1800,1455,66
9/27/2023,Michigan,2023,22,6/3/2023,1872,1708,1332,48
9/27/2023,Michigan,2023,23,6/10/2023,1821,1654,1291,64
9/27/2023,Michigan,2023,24,6/17/2023,1888,1744,1366,53
9/27/2023,Michigan,2023,25,6/24/2023,1818,1649,1340,64
9/27/2023,Michigan,2023,26,7/1/2023,1799,1655,1326,56
9/27/2023,Michigan,2023,27,7/8/2023,1841,1697,1348,80
9/27/2023,Michigan,2023,28,7/15/2023,1874,1742,1391,69
9/27/2023,Michigan,2023,29,7/22/2023,1775,1628,1262,75
9/27/2023,Michigan,2023,30,7/29/2023,1777,1638,1276,80
9/27/2023,Michigan,2023,31,8/5/2023,1848,1714,1343,114
9/27/2023,Michigan,2023,32,8/12/2023,1805,1697,1335,105
9/27/2023,Michigan,2023,33,8/19/2023,1862,1743,1408,94
9/27/2023,Michigan,2023,34,8/26/2023,1831,1725,1422,112
9/27/2023,Michigan,2023,35,9/2/2023,1779,1695,1376,116
9/27/2023,Michigan,2023,36,9/9/2023,1627,1567,1253,103
9/27/2023,Michigan,2023,37,9/16/2023,1453,1450,1184,86
9/27/2023,Minnesota,2020,1,1/4/2020,1009,929,693,42
9/27/2023,Minnesota,2020,2,1/11/2020,950,880,645,34
9/27/2023,Minnesota,2020,3,1/18/2020,946,874,598,37
9/27/2023,Minnesota,2020,4,1/25/2020,955,894,631,50
9/27/2023,Minnesota,2020,5,2/1/2020,942,872,605,27
9/27/2023,Minnesota,2020,6,2/8/2020,919,847,608,45
9/27/2023,Minnesota,2020,7,2/15/2020,941,870,630,41
9/27/2023,Minnesota,2020,8,2/22/2020,913,833,606,44
9/27/2023,Minnesota,2020,9,2/29/2020,933,859,624,45
9/27/2023,Minnesota,2020,10,3/7/2020,944,862,604,58
9/27/2023,Minnesota,2020,11,3/14/2020,882,794,573,50
9/27/2023,Minnesota,2020,12,3/21/2020,894,811,592,45
9/27/2023,Minnesota,2020,13,3/28/2020,909,833,611,31
9/27/2023,Minnesota,2020,14,4/4/2020,928,831,618,40
9/27/2023,Minnesota,2020,15,4/11/2020,943,865,679,48
9/27/2023,Minnesota,2020,16,4/18/2020,955,884,701,17
9/27/2023,Minnesota,2020,17,4/25/2020,1016,934,823,18
9/27/2023,Minnesota,2020,18,5/2/2020,1042,951,890,31
9/27/2023,Minnesota,2020,19,5/9/2020,1057,974,890,25
9/27/2023,Minnesota,2020,20,5/16/2020,1000,908,814,16
9/27/2023,Minnesota,2020,21,5/23/2020,1005,925,829,19
9/27/2023,Minnesota,2020,22,5/30/2020,1017,926,850,31
9/27/2023,Minnesota,2020,23,6/6/2020,1038,958,857,18
9/27/2023,Minnesota,2020,24,6/13/2020,973,869,755,30
9/27/2023,Minnesota,2020,25,6/20/2020,941,853,680,14
9/27/2023,Minnesota,2020,26,6/27/2020,840,756,590,23
9/27/2023,Minnesota,2020,27,7/4/2020,876,781,569,23
9/27/2023,Minnesota,2020,28,7/11/2020,865,763,554,0
9/27/2023,Minnesota,2020,29,7/18/2020,869,767,581,18
9/27/2023,Minnesota,2020,30,7/25/2020,878,787,604,29
9/27/2023,Minnesota,2020,31,8/1/2020,818,734,552,21
